threshold_name,threshold,tn,fp,fn,tp,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high,f1,f1_ci_low,f1_ci_high,false_negative_rate,false_negative_rate_ci_low,false_negative_rate_ci_high,false_positive_rate,false_positive_rate_ci_low,false_positive_rate_ci_high,predicted_positive_rate,predicted_positive_rate_ci_low,predicted_positive_rate_ci_high
triage_recall90,0.25,3162,1137,64,637,0.35907553551296506,0.3461963216526984,0.3718646313819954,0.9087018544935807,0.8872681883024252,0.9286733238231099,0.5147474747474747,0.49960530431877065,0.5296358215178264,0.0912981455064194,0.07132667617689016,0.11273181169757471,0.264480111653873,0.25144801116538734,0.27774482437776227,0.3548,0.34299500000000005,0.3666
best_f1,0.9,3979,320,216,485,0.6024844720496895,0.5746407721333793,0.6296893498503491,0.6918687589158345,0.6576319543509273,0.7232881597717544,0.6440903054448871,0.6167335613569734,0.6684519101401991,0.30813124108416545,0.2767118402282454,0.34236804564907275,0.07443591532914631,0.06699232379623168,0.08257734356827169,0.161,0.1532,0.169
