threshold_name,threshold,tn,fp,fn,tp,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high,f1,f1_ci_low,f1_ci_high,false_negative_rate,false_negative_rate_ci_low,false_negative_rate_ci_high,false_positive_rate,false_positive_rate_ci_low,false_positive_rate_ci_high,predicted_positive_rate,predicted_positive_rate_ci_low,predicted_positive_rate_ci_high
triage_recall90,0.1,3330,969,48,653,0.40258939580764486,0.3894165714780017,0.4178731054854375,0.9315263908701854,0.912981455064194,0.9500713266761769,0.5622040464916057,0.5479093291915157,0.5785781027425241,0.06847360912981455,0.04992867332382311,0.08701854493580599,0.22540125610607117,0.21237497092347057,0.23772970458246104,0.3244,0.313,0.33540499999999995
best_f1,0.65,4115,184,178,523,0.7397454031117398,0.7118549114561079,0.7680167785516842,0.746077032810271,0.7146576319543511,0.7774607703281027,0.7428977272727273,0.718786129180538,0.7667389535639859,0.25392296718972895,0.2225392296718973,0.2853423680456489,0.04280065131425913,0.03698534542916958,0.04884856943475227,0.1414,0.1344,0.1478
